DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Namsai,Namsai,2023,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Single Vehicle,None,Hilly,City Road,Gravel,Dry,Fair,Rainy,Single,Not Visible,Good Lighting,Yes,State Rd,27.6666,95.8626
Lepa Rada,Daporijo,2021,2,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Pedestrian,Stop Sign,Curve,Rural Road,Concrete,Wet,Fair,Rainy,Double,Clear,Poor Lighting,No,NH 13,27.982,94.216
Anjaw,Hawai,2020,1,Road accident,Intersection,Rural,Human Error,No,Fatal,Single Vehicle,Traffic Signals,Curve,Rural Road,Gravel,Dry,Fair,Clear,Double,Faded,Poor Lighting,No,Office Rd,27.8843,96.8169
Namsai,Namsai,2019,1,Road accident,Urban Area,Urban,Human Error,Yes,Fatal,Side-impact,None,Straight,Rural Road,Concrete,Dry,Fair,Rainy,Double,Clear,Poor Visibility,Yes,State Rd,27.6666,95.8626
Lepa Rada,Daporijo,2019,3,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Pedestrian,Stop Sign,Hilly,Rural Road,Concrete,Dry,Fair,Rainy,Single,Clear,Poor Visibility,Yes,NH 13,27.982,94.216
Seppa,Seppa,2022,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Single Vehicle,Yield Sign,Hilly,City Road,Gravel,Muddy,Fair,Clear,Single,Faded,Poor Lighting,No,State Rd,27.361,93.0393
Tawang,Tawang,2023,3,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Head-on Collision,Traffic Signals,Straight,City Road,Asphalt,Dry,Poor,Clear,Double,Clear,Good Lighting,Yes,Hilly Rd,27.5861,91.9594
Kra Daadi,Palin,2022,3,Road accident,Urban Area,Urban,Human Error,Yes,Fatal,Head-on Collision,Stop Sign,Curve,State Highway,Asphalt,Muddy,Fair,Clear,Double,Faded,Good Lighting,No,Sangram-Koloraing Rd,27.726,93.6422
Lower Dibang Valley,Anini,2021,2,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Rear-end Collision,None,Straight,City Road,Concrete,Muddy,Fair,Foggy,Double,Faded,Good Lighting,No,NH 313,28.7972,95.9048
Anjaw,Hawai,2021,3,Road accident,Rural Road,Urban,Human Error,No,Fatal,Side-impact,Yield Sign,Straight,Rural Road,Asphalt,Wet,Fair,Clear,Double,Not Visible,Poor Lighting,Yes,Office Rd,27.8843,96.8169
Changlang,Changlang,2023,3,Road accident,Intersection,Rural,Human Error,No,Fatal,Single Vehicle,Yield Sign,Curve,State Highway,Concrete,Wet,Fair,Clear,Single,Clear,Poor Visibility,No,NH 215,27.1355,95.7364
Lohit,Tezu,2023,3,Road accident,Intersection,Rural,Human Error,No,Non-fatal,Single Vehicle,Traffic Signals,Curve,City Road,Asphalt,Dry,Poor,Rainy,Single,Not Visible,Good Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Longding,Longding,2023,1,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Side-impact,Traffic Signals,Straight,City Road,Concrete,Muddy,Poor,Foggy,Double,Faded,Poor Visibility,Yes,Village Rd,26.8372,95.3521
East Siang,Pasighat,2023,3,Road accident,Urban Area,Urban,Human Error,No,Fatal,Pedestrian,Yield Sign,Curve,Rural Road,Gravel,Muddy,Poor,Foggy,Double,Clear,Good Lighting,Yes,State Rd,28.0632,95.3239
Kamle,Raga,2023,2,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Single Vehicle,None,Curve,City Road,Asphalt,Wet,Fair,Foggy,Double,Faded,Poor Lighting,Yes,NH13,27.7996,94.0747
Longding,Longding,2021,2,Road accident,Urban Area,Rural,Human Error,Yes,Fatal,Head-on Collision,Traffic Signals,Hilly,Rural Road,Concrete,Wet,Fair,Clear,Double,Not Visible,Poor Lighting,No,Village Rd,26.8372,95.3521
Lohit,Tezu,2019,1,Road accident,Residential,Rural,Human Error,Yes,Fatal,Pedestrian,Yield Sign,Curve,City Road,Asphalt,Dry,Fair,Foggy,Single,Clear,Poor Lighting,No,Tezu-Lohitpur Rd,27.9838,96.158001
Lower Subansiri,Ziro,2019,1,Road accident,Urban Area,Rural,Human Error,No,Fatal,Head-on Collision,Stop Sign,Curve,Local Road,Gravel,Muddy,Fair,Foggy,Single,Not Visible,Poor Visibility,No,"NH 13 ,Salang",27.5449,93.8197
Seppa,Seppa,2019,2,Road accident,Highway,Rural,Human Error,Yes,Fatal,Single Vehicle,Stop Sign,Curve,Local Road,Gravel,Muddy,Poor,Rainy,Double,Not Visible,Poor Visibility,Yes,State Rd,27.361,93.0393
Kamle,Raga,2021,2,Road accident,Intersection,Urban,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Curve,Local Road,Asphalt,Wet,Fair,Foggy,Single,Not Visible,Good Lighting,No,NH13,27.7996,94.0747
Lower Dibang Valley,Roing,2021,1,Road accident,Rural Road,Rural,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Hilly,Rural Road,Gravel,Muddy,Fair,Foggy,Single,Clear,Poor Visibility,No,NH 13,28.1179,95.8226
Namsai,Namsai,2023,3,Road accident,Highway,Urban,Human Error,Yes,Fatal,Single Vehicle,Traffic Signals,Straight,Local Road,Concrete,Dry,Fair,Foggy,Double,Faded,Good Lighting,No,State Rd,27.6666,95.8626
Anjaw,Hawai,2023,3,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Pedestrian,Yield Sign,Straight,City Road,Gravel,Wet,Fair,Clear,Double,Faded,Poor Lighting,No,Office Rd,27.8843,96.8169
Seppa,Seppa,2019,2,Road accident,Intersection,Urban,Human Error,No,Fatal,Head-on Collision,None,Curve,National Highway,Concrete,Wet,Good,Rainy,Double,Not Visible,Poor Visibility,No,State Rd,27.361,93.0393
Tirap,Khonsa,2022,3,Road accident,Intersection,Urban,Human Error,Yes,Fatal,Head-on Collision,Yield Sign,Hilly,National Highway,Gravel,Wet,Good,Clear,Double,Not Visible,Good Lighting,Yes,State Rd,26.9926,95.5014
Tirap,Khonsa,2019,1,Road accident,Intersection,Rural,Human Error,No,Non-fatal,Head-on Collision,None,Straight,Rural Road,Concrete,Dry,Good,Foggy,Single,Faded,Poor Lighting,No,State Rd,26.9926,95.5014
Seppa,Seppa,2023,3,Road accident,Highway,Urban,Human Error,Yes,Fatal,Rear-end Collision,Stop Sign,Straight,State Highway,Asphalt,Dry,Poor,Clear,Double,Faded,Poor Visibility,No,State Rd,27.361,93.0393
Kamle,Raga,2020,3,Road accident,Residential,Urban,Human Error,Yes,Fatal,Side-impact,Traffic Signals,Straight,Local Road,Gravel,Muddy,Poor,Foggy,Single,Clear,Poor Visibility,Yes,NH13,27.7996,94.0747
Longding,Longding,2020,2,Road accident,Intersection,Urban,Human Error,Yes,Fatal,Pedestrian,Traffic Signals,Straight,Local Road,Asphalt,Wet,Good,Rainy,Single,Not Visible,Poor Visibility,Yes,Village Rd,26.8372,95.3521
Longding,Longding,2022,3,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Pedestrian,None,Curve,Rural Road,Concrete,Muddy,Fair,Rainy,Double,Not Visible,Good Lighting,Yes,Village Rd,26.8372,95.3521
Longding,Longding,2023,1,Road accident,Residential,Rural,Human Error,No,Non-fatal,Side-impact,Traffic Signals,Curve,Rural Road,Gravel,Muddy,Good,Foggy,Single,Clear,Poor Visibility,No,Village Rd,26.8372,95.3521
East Siang,Pasighat,2021,2,Road accident,Highway,Urban,Human Error,No,Fatal,Head-on Collision,None,Hilly,State Highway,Concrete,Wet,Good,Rainy,Double,Clear,Poor Visibility,No,State Rd,28.0632,95.3239
Tawang,Tawang,2019,3,Road accident,Intersection,Rural,Human Error,No,Fatal,Single Vehicle,Stop Sign,Hilly,City Road,Asphalt,Dry,Good,Rainy,Single,Faded,Poor Visibility,Yes,Hilly Rd,27.5861,91.9594
Lower Dibang Valley,Roing,2021,1,Road accident,Intersection,Urban,Human Error,No,Non-fatal,Pedestrian,Traffic Signals,Hilly,Rural Road,Concrete,Muddy,Poor,Foggy,Double,Clear,Poor Visibility,Yes,NH 13,28.1179,95.8226
West Siang,Aalo,2019,3,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Side-impact,Traffic Signals,Curve,Local Road,Concrete,Muddy,Poor,Rainy,Double,Faded,Good Lighting,No,NH 13,28.1628,94.8654
Itanagar,Itanagar,2022,2,Road accident,Urban Area,Rural,Human Error,Yes,Non-fatal,Single Vehicle,Traffic Signals,Curve,Rural Road,Gravel,Dry,Good,Clear,Single,Faded,Poor Lighting,Yes,Joram-Koloraing Rd,27.0844,93.6053
Tawang,Tawang,2022,1,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Pedestrian,None,Straight,City Road,Concrete,Muddy,Poor,Clear,Double,Clear,Poor Visibility,No,Hilly Rd,27.5861,91.9594
Lower Dibang Valley,Roing,2020,2,Road accident,Residential,Urban,Human Error,No,Non-fatal,Side-impact,Stop Sign,Curve,Local Road,Concrete,Wet,Fair,Clear,Single,Not Visible,Poor Visibility,Yes,NH 13,28.1179,95.8226
Anjaw,Hawai,2022,2,Road accident,Rural Road,Rural,Human Error,No,Non-fatal,Rear-end Collision,Stop Sign,Hilly,City Road,Concrete,Wet,Poor,Clear,Single,Not Visible,Good Lighting,Yes,Office Rd,27.8843,96.8169
Kamle,Raga,2021,1,Road accident,Highway,Rural,Human Error,Yes,Fatal,Head-on Collision,Yield Sign,Hilly,City Road,Concrete,Wet,Poor,Rainy,Single,Not Visible,Good Lighting,No,NH13,27.7996,94.0747
Kra Daadi,Palin,2023,1,Road accident,Rural Road,Urban,Human Error,No,Fatal,Pedestrian,Traffic Signals,Hilly,City Road,Gravel,Muddy,Poor,Foggy,Single,Faded,Poor Visibility,Yes,Sangram-Koloraing Rd,27.726,93.6422
Lower Dibang Valley,Roing,2020,2,Road accident,Urban Area,Rural,Human Error,Yes,Non-fatal,Pedestrian,Stop Sign,Curve,State Highway,Gravel,Dry,Good,Foggy,Double,Clear,Poor Visibility,Yes,NH 13,28.1179,95.8226
Itanagar,Itanagar,2019,3,Road accident,Intersection,Urban,Human Error,No,Fatal,Rear-end Collision,Stop Sign,Curve,City Road,Concrete,Wet,Fair,Clear,Double,Not Visible,Poor Visibility,No,Joram-Koloraing Rd,27.0844,93.6053
Anjaw,Hawai,2019,3,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Side-impact,Stop Sign,Straight,City Road,Concrete,Dry,Good,Rainy,Single,Clear,Poor Visibility,Yes,Office Rd,27.8843,96.8169
East Siang,Pasighat,2019,2,Road accident,Residential,Rural,Human Error,No,Fatal,Side-impact,Stop Sign,Curve,Local Road,Concrete,Dry,Good,Rainy,Double,Not Visible,Good Lighting,Yes,State Rd,28.0632,95.3239
Itanagar,Itanagar,2022,1,Road accident,Rural Road,Urban,Human Error,No,Fatal,Head-on Collision,Traffic Signals,Straight,Rural Road,Asphalt,Muddy,Fair,Foggy,Single,Clear,Poor Lighting,Yes,Joram-Koloraing Rd,27.0844,93.6053
Changlang,Changlang,2022,2,Road accident,Rural Road,Urban,Human Error,Yes,Fatal,Head-on Collision,Yield Sign,Straight,Rural Road,Asphalt,Dry,Poor,Clear,Double,Clear,Good Lighting,No,NH 215,27.1355,95.7364
Lower Dibang Valley,Roing,2020,3,Road accident,Intersection,Urban,Human Error,Yes,Non-fatal,Pedestrian,Traffic Signals,Hilly,Local Road,Gravel,Wet,Fair,Clear,Double,Not Visible,Poor Visibility,No,NH 13,28.1179,95.8226
Lower Dibang Valley,Roing,2023,3,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,None,Curve,National Highway,Concrete,Wet,Fair,Foggy,Double,Faded,Good Lighting,Yes,NH 13,28.1179,95.8226
Tirap,Khonsa,2019,3,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Side-impact,Stop Sign,Straight,National Highway,Concrete,Muddy,Fair,Clear,Double,Faded,Poor Lighting,Yes,State Rd,26.9926,95.5014
Tawang,Tawang,2022,3,Road accident,Residential,Urban,Human Error,No,Non-fatal,Head-on Collision,None,Hilly,Rural Road,Gravel,Wet,Poor,Rainy,Double,Faded,Poor Lighting,No,Hilly Rd,27.5861,91.9594
Anjaw,Hawai,2020,3,Road accident,Urban Area,Urban,Human Error,Yes,Fatal,Side-impact,Yield Sign,Hilly,Rural Road,Asphalt,Dry,Poor,Rainy,Double,Not Visible,Good Lighting,No,Office Rd,27.8843,96.8169
Lower Dibang Valley,Roing,2021,1,Road accident,Rural Road,Rural,Human Error,Yes,Fatal,Head-on Collision,Yield Sign,Curve,National Highway,Concrete,Dry,Good,Rainy,Single,Clear,Poor Visibility,No,NH 13,28.1179,95.8226
Lohit,Tezu,2019,1,Road accident,Highway,Urban,Human Error,No,Non-fatal,Side-impact,Traffic Signals,Curve,City Road,Concrete,Dry,Fair,Clear,Double,Not Visible,Good Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
East Siang,Pasighat,2019,3,Road accident,Highway,Rural,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Curve,Local Road,Asphalt,Muddy,Poor,Foggy,Single,Clear,Poor Lighting,Yes,State Rd,28.0632,95.3239
West Kameng,Bomdila,2022,2,Road accident,Residential,Urban,Human Error,Yes,Fatal,Head-on Collision,Traffic Signals,Straight,City Road,Gravel,Muddy,Good,Foggy,Single,Faded,Poor Lighting,No,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Lower Subansiri,Ziro,2021,1,Road accident,Highway,Rural,Human Error,Yes,Fatal,Side-impact,Yield Sign,Curve,National Highway,Asphalt,Muddy,Poor,Rainy,Double,Clear,Poor Visibility,Yes,"NH 13 ,Salang",27.5449,93.8197
Longding,Longding,2019,3,Road accident,Urban Area,Rural,Human Error,Yes,Non-fatal,Single Vehicle,Traffic Signals,Hilly,Rural Road,Asphalt,Wet,Poor,Clear,Double,Faded,Good Lighting,No,Village Rd,26.8372,95.3521
Itanagar,Itanagar,2021,3,Road accident,Highway,Rural,Human Error,No,Non-fatal,Single Vehicle,Traffic Signals,Straight,National Highway,Concrete,Wet,Poor,Rainy,Single,Clear,Poor Visibility,Yes,Joram-Koloraing Rd,27.0844,93.6053
Lohit,Tezu,2021,1,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Single Vehicle,Stop Sign,Curve,State Highway,Gravel,Wet,Fair,Foggy,Single,Clear,Poor Visibility,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Lepa Rada,Daporijo,2022,2,Road accident,Rural Road,Urban,Human Error,Yes,Fatal,Single Vehicle,Yield Sign,Curve,National Highway,Concrete,Muddy,Poor,Foggy,Single,Not Visible,Good Lighting,Yes,NH 13,27.982,94.216
Namsai,Namsai,2020,3,Road accident,Highway,Urban,Human Error,Yes,Fatal,Side-impact,Traffic Signals,Straight,Rural Road,Asphalt,Wet,Poor,Clear,Double,Clear,Poor Visibility,No,State Rd,27.6666,95.8626
Anjaw,Hawai,2023,2,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,None,Curve,State Highway,Gravel,Muddy,Good,Clear,Single,Not Visible,Poor Lighting,No,Office Rd,27.8843,96.8169
West Kameng,Bomdila,2019,3,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Head-on Collision,None,Curve,Rural Road,Asphalt,Wet,Good,Foggy,Double,Clear,Good Lighting,No,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
East Siang,Pasighat,2019,2,Road accident,Intersection,Urban,Human Error,No,Non-fatal,Head-on Collision,Stop Sign,Hilly,City Road,Concrete,Dry,Fair,Foggy,Single,Not Visible,Poor Lighting,Yes,State Rd,28.0632,95.3239
East Siang,Pasighat,2020,2,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Curve,Rural Road,Asphalt,Dry,Good,Clear,Single,Clear,Good Lighting,Yes,State Rd,28.0632,95.3239
Changlang,Changlang,2023,2,Road accident,Highway,Urban,Human Error,No,Non-fatal,Single Vehicle,Yield Sign,Curve,State Highway,Asphalt,Wet,Fair,Foggy,Double,Clear,Poor Visibility,No,NH 215,27.1355,95.7364
Yingkiong,Yingkiong,2020,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Hilly,City Road,Concrete,Muddy,Poor,Clear,Single,Faded,Good Lighting,No,NH 513,28.6236,95.0365
Lower Dibang Valley,Roing,2021,3,Road accident,Urban Area,Rural,Human Error,Yes,Fatal,Pedestrian,None,Curve,State Highway,Concrete,Dry,Poor,Rainy,Single,Faded,Good Lighting,No,NH 13,28.1179,95.8226
Lepa Rada,Daporijo,2022,3,Road accident,Highway,Rural,Human Error,No,Fatal,Side-impact,Yield Sign,Curve,National Highway,Asphalt,Dry,Poor,Foggy,Single,Faded,Poor Visibility,Yes,NH 13,27.982,94.216
Lower Dibang Valley,Anini,2021,3,Road accident,Rural Road,Urban,Human Error,Yes,Fatal,Pedestrian,Stop Sign,Curve,Rural Road,Gravel,Wet,Poor,Rainy,Double,Clear,Good Lighting,Yes,NH 313,28.7972,95.9048
West Kameng,Bomdila,2020,1,Road accident,Residential,Rural,Human Error,No,Fatal,Pedestrian,None,Hilly,Rural Road,Concrete,Dry,Fair,Rainy,Double,Faded,Poor Visibility,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Tawang,Tawang,2020,1,Road accident,Residential,Urban,Human Error,No,Non-fatal,Pedestrian,None,Straight,City Road,Asphalt,Wet,Fair,Clear,Double,Not Visible,Poor Visibility,No,Hilly Rd,27.5861,91.9594
Lepa Rada,Daporijo,2023,2,Road accident,Intersection,Urban,Human Error,No,Non-fatal,Pedestrian,None,Hilly,Rural Road,Asphalt,Muddy,Poor,Foggy,Double,Clear,Poor Lighting,Yes,NH 13,27.982,94.216
Lower Subansiri,Ziro,2023,3,Road accident,Intersection,Urban,Human Error,Yes,Fatal,Side-impact,None,Straight,Local Road,Asphalt,Wet,Fair,Foggy,Double,Not Visible,Poor Visibility,No,"NH 13 ,Salang",27.5449,93.8197
Anjaw,Hawai,2021,2,Road accident,Urban Area,Urban,Human Error,No,Fatal,Rear-end Collision,None,Hilly,City Road,Gravel,Dry,Poor,Clear,Single,Faded,Poor Visibility,No,Office Rd,27.8843,96.8169
Lohit,Tezu,2023,3,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Side-impact,None,Curve,National Highway,Asphalt,Dry,Poor,Clear,Single,Clear,Poor Visibility,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Lower Subansiri,Ziro,2021,2,Road accident,Intersection,Rural,Human Error,Yes,Fatal,Head-on Collision,Yield Sign,Hilly,State Highway,Asphalt,Dry,Fair,Foggy,Single,Clear,Good Lighting,Yes,"NH 13 ,Salang",27.5449,93.8197
Kamle,Raga,2022,2,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Stop Sign,Hilly,National Highway,Concrete,Dry,Fair,Foggy,Single,Clear,Good Lighting,Yes,NH13,27.7996,94.0747
Yingkiong,Yingkiong,2022,2,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Rear-end Collision,Stop Sign,Straight,Rural Road,Asphalt,Muddy,Fair,Foggy,Double,Clear,Poor Lighting,No,NH 513,28.6236,95.0365
Anjaw,Hawai,2022,1,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Side-impact,Stop Sign,Hilly,Local Road,Gravel,Wet,Poor,Foggy,Double,Faded,Poor Lighting,No,Office Rd,27.8843,96.8169
Lower Subansiri,Ziro,2019,3,Road accident,Residential,Rural,Human Error,Yes,Fatal,Single Vehicle,Traffic Signals,Hilly,Local Road,Concrete,Muddy,Good,Foggy,Single,Not Visible,Good Lighting,No,"NH 13 ,Salang",27.5449,93.8197
Tirap,Khonsa,2023,2,Road accident,Rural Road,Urban,Human Error,Yes,Non-fatal,Pedestrian,None,Straight,National Highway,Asphalt,Wet,Fair,Rainy,Double,Not Visible,Good Lighting,Yes,State Rd,26.9926,95.5014
Yingkiong,Yingkiong,2021,2,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Head-on Collision,Yield Sign,Curve,Rural Road,Concrete,Dry,Good,Rainy,Double,Clear,Poor Lighting,Yes,NH 513,28.6236,95.0365
Lepa Rada,Daporijo,2021,3,Road accident,Intersection,Rural,Human Error,No,Non-fatal,Rear-end Collision,None,Curve,State Highway,Gravel,Dry,Good,Foggy,Single,Clear,Good Lighting,Yes,NH 13,27.982,94.216
Longding,Longding,2020,1,Road accident,Highway,Urban,Human Error,Yes,Non-fatal,Single Vehicle,Yield Sign,Hilly,Local Road,Asphalt,Wet,Fair,Clear,Double,Faded,Poor Lighting,Yes,Village Rd,26.8372,95.3521
Namsai,Namsai,2020,1,Road accident,Highway,Urban,Human Error,No,Fatal,Head-on Collision,Traffic Signals,Hilly,Local Road,Gravel,Wet,Good,Rainy,Double,Faded,Good Lighting,No,State Rd,27.6666,95.8626
Namsai,Namsai,2023,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Side-impact,Stop Sign,Hilly,City Road,Asphalt,Dry,Fair,Foggy,Single,Not Visible,Poor Visibility,Yes,State Rd,27.6666,95.8626
Seppa,Seppa,2020,3,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Side-impact,Stop Sign,Hilly,State Highway,Asphalt,Dry,Poor,Clear,Single,Faded,Poor Lighting,No,State Rd,27.361,93.0393
Lepa Rada,Daporijo,2022,1,Road accident,Highway,Urban,Human Error,No,Non-fatal,Pedestrian,None,Hilly,State Highway,Asphalt,Muddy,Fair,Rainy,Single,Faded,Poor Visibility,Yes,NH 13,27.982,94.216
Lohit,Tezu,2019,3,Road accident,Highway,Urban,Human Error,Yes,Fatal,Head-on Collision,Traffic Signals,Curve,State Highway,Concrete,Dry,Poor,Clear,Double,Not Visible,Good Lighting,No,Tezu-Lohitpur Rd,27.9838,96.158001
Tawang,Tawang,2021,3,Road accident,Rural Road,Urban,Human Error,Yes,Non-fatal,Rear-end Collision,None,Hilly,National Highway,Gravel,Muddy,Poor,Rainy,Single,Not Visible,Poor Lighting,No,Hilly Rd,27.5861,91.9594
Longding,Longding,2021,3,Road accident,Rural Road,Rural,Human Error,No,Fatal,Pedestrian,None,Hilly,State Highway,Asphalt,Dry,Good,Foggy,Double,Not Visible,Good Lighting,No,Village Rd,26.8372,95.3521
Lower Subansiri,Ziro,2019,1,Road accident,Intersection,Urban,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Straight,National Highway,Asphalt,Muddy,Poor,Foggy,Single,Clear,Poor Lighting,Yes,"NH 13 ,Salang",27.5449,93.8197
Kamle,Raga,2020,2,Road accident,Rural Road,Rural,Human Error,Yes,Fatal,Side-impact,Yield Sign,Straight,Rural Road,Gravel,Muddy,Good,Rainy,Double,Faded,Good Lighting,Yes,NH13,27.7996,94.0747
Itanagar,Itanagar,2019,3,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Pedestrian,Traffic Signals,Curve,National Highway,Gravel,Wet,Fair,Clear,Double,Faded,Poor Visibility,No,Joram-Koloraing Rd,27.0844,93.6053
Tawang,Tawang,2021,1,Road accident,Residential,Urban,Human Error,Yes,Fatal,Rear-end Collision,Yield Sign,Hilly,State Highway,Gravel,Muddy,Fair,Rainy,Double,Not Visible,Good Lighting,No,Hilly Rd,27.5861,91.9594
Anjaw,Hawai,2021,1,Road accident,Rural Road,Rural,Human Error,No,Fatal,Side-impact,None,Curve,Local Road,Asphalt,Wet,Poor,Clear,Double,Faded,Poor Visibility,Yes,Office Rd,27.8843,96.8169
Yingkiong,Yingkiong,2020,2,Road accident,Rural Road,Rural,Human Error,Yes,Fatal,Side-impact,None,Hilly,City Road,Gravel,Wet,Poor,Foggy,Single,Clear,Poor Lighting,No,NH 513,28.6236,95.0365
kurung kumey,Koloriang,2021,2,Road accident,Residential,Rural,Human Error,No,Fatal,Pedestrian,None,Hilly,City Road,Concrete,Wet,Good,Clear,Single,Not Visible,Poor Lighting,Yes,State Rd,27.9038,93.3534
Tirap,Khonsa,2020,2,Road accident,Highway,Urban,Human Error,No,Fatal,Pedestrian,Yield Sign,Hilly,Rural Road,Asphalt,Muddy,Fair,Clear,Single,Faded,Poor Lighting,No,State Rd,26.9926,95.5014
Lohit,Tezu,2022,1,Road accident,Highway,Rural,Human Error,No,Fatal,Side-impact,Stop Sign,Curve,State Highway,Asphalt,Wet,Good,Foggy,Single,Clear,Good Lighting,No,Tezu-Lohitpur Rd,27.9838,96.158001
Kra Daadi,Palin,2022,3,Road accident,Residential,Rural,Human Error,No,Fatal,Pedestrian,Stop Sign,Hilly,City Road,Concrete,Dry,Poor,Clear,Single,Faded,Poor Lighting,No,Sangram-Koloraing Rd,27.726,93.6422
Anjaw,Hawai,2023,1,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Pedestrian,Traffic Signals,Curve,Local Road,Asphalt,Dry,Poor,Foggy,Double,Faded,Good Lighting,Yes,Office Rd,27.8843,96.8169
